,Base80%+Rot20%(n=1),Base80%+Rot20%(n=2),Base80%+Rot20%(n=3),Base70%+Rot30%(n=1),Base70%+Rot30%(n=2),Base70%+Rot30%(n=3),Base60%+Rot40%(n=1),Base60%+Rot40%(n=2),Base60%+Rot40%(n=3),Base50%+Rot50%(n=1),Base50%+Rot50%(n=2),Base50%+Rot50%(n=3)
2015-07-21,4.780463715117351,6.73742532250519,6.701191972713082,3.8735436145116187,6.439598010786523,6.3608184412165025,3.080431839458948,6.004058810264559,5.877247216139916,2.4170096911561982,5.490559346260315,5.317021897383463
2015-07-22,4.707616978680171,6.627140634071385,6.59150038676301,3.8255660999806653,6.348917126258605,6.2712469118128285,3.051064623431212,5.933243596328126,5.807927688780071,2.4008616536616634,5.4383586640195825,5.26647109681314
2015-07-23,4.749091333621511,6.685625675605899,6.649670900289259,3.853977269734043,6.396211461480693,6.317962666296546,3.069503007356677,5.969278053481537,5.843201062956208,2.4120493497019244,5.4639049884504995,5.291209990945914
2015-07-24,4.678699574102427,6.570091804519847,6.534758361383307,3.8090798649237008,6.298107627818731,6.221058997268481,3.043482509702442,5.889321540975133,5.7649333101925055,2.3992544407748033,5.401334875089756,5.230617500840614
2015-07-27,4.589567779222248,6.472791794263506,6.43798162302055,3.7292404972125226,6.2061630841007025,6.1302392677960444,2.9738780512833465,5.80458610976779,5.681987574164676,2.3398015582991,5.32475907199429,5.156461992049759
2015-07-28,4.697167573181119,6.602673732293818,6.567165066081782,3.822673008177911,6.330200289895043,6.252759050038979,3.0531724518003722,5.9201347425353426,5.795095706800031,2.4059553270503686,5.430331696020797,5.258697833302527
2015-07-29,4.706193619841451,6.609669630172038,6.574123340564893,3.8365834416735387,6.345050123949307,6.267427216925042,3.069526047558671,5.94163777871151,5.816144577821894,2.4229740885690245,5.457040797595614,5.284562753245422
2015-07-30,4.6895574595050755,6.579522849466642,6.544138686903303,3.8282376871811956,6.321482062084516,6.244147477680109,3.0670223341652623,5.924598405185169,5.79946509252917,2.424292122283871,5.44601113491561,5.273881699769462
2015-07-31,4.65500248218074,6.533025462909452,6.49789135967752,3.8039040937080157,6.284159533312931,6.207281538395471,3.0506315761668477,5.89650885808465,5.771968824135377,2.413789987649552,5.426523850336247,5.255010340351485
2015-08-03,4.657189548477375,6.526380730769769,6.491282362390894,3.8051216463088426,6.272154805911334,6.195423672219671,3.0511511843578867,5.879977805359492,5.755786923411371,2.4138396547822407,5.406463353792588,5.235583886202024
2015-08-04,4.624981131490101,6.478968537960976,6.444125148670436,3.7848688098356114,6.235489066803564,6.159206487686276,3.0397728564014996,5.853947770830391,5.730306668669256,2.4086840228194175,5.390200763923801,5.21983530013139
2015-08-05,4.655867536788419,6.516424125112045,6.48137930258463,3.811099312272645,6.270312785908357,6.193604186782164,3.061606178626352,5.8854912973211135,5.761183965030493,2.4265919655735715,5.418187104490683,5.246937089992398
2015-08-06,4.636975132723393,6.481961142031165,6.447101658748502,3.8074926305812,6.252801870143503,6.176307492837433,3.0682346700474454,5.88374503500055,5.759474585478008,2.439395725343038,5.430103093795206,5.258476456396713
2015-08-07,4.5938448776394045,6.449560339232986,6.414875104949775,3.7607627854877532,6.216416947982437,6.1403676898440365,3.0214598034813256,5.844680811689224,5.721235436768363,2.3949581559846,5.389596074781929,5.2192497231062305
2015-08-10,4.750262817395164,6.648447225434032,6.61269239293313,3.9029163113174272,6.421439644293924,6.342882217207641,3.1469977738193586,6.049971811077968,5.922190489472604,2.5034460257064692,5.590455458871808,5.413760641967029
2015-08-11,4.697199273606814,6.577924778676303,6.5425492104134815,3.86176455839379,6.359158745189351,6.281363238709862,3.1157888711951567,5.996789876351887,5.8701318092206,2.48018842941901,5.546391561212285,5.371089450570232
2015-08-12,4.747204879080884,6.650331767782769,6.614566800359571,3.9020562968067836,6.428957590250822,6.35030819150023,3.1476358941860747,6.062422659083612,5.93437836339127,2.5050122513723654,5.606920399774898,5.429705183460872
2015-08-13,4.692662974210199,6.584224021082677,6.548814575983734,3.8528471021054833,6.362816666047286,6.284976409968487,3.1044096659890204,5.9979462368500265,5.871263746254082,2.4678009339827733,5.545340302715716,5.37007141869159
2015-08-14,4.654654561724696,6.5275255352496515,6.492421010201252,3.822187780578798,6.307300073305508,6.230138985906627,3.0801468086166577,5.944930050572644,5.819367313681435,2.4488639033977244,5.495693129868506,5.321993419980659
2015-08-17,4.712687990794261,6.614388422376914,6.5788167554720065,3.8625452112801537,6.381838094648143,6.303765137715148,3.1067889181258206,6.006331114695642,5.8794715272790725,2.4653705226259097,5.544268881305576,5.369033861178817
2015-08-18,4.654527921242646,6.512186001622321,6.477163971393672,3.819816754848728,6.281465831311754,6.204620790110326,3.076394142399736,5.910205389281143,5.785376071197605,2.4444039561460422,5.45400632388856,5.281624188678512
2015-08-19,4.633515530356111,6.514145674521618,6.479113105324411,3.794296981303821,6.2848709717281945,6.20798427334632,3.049176111053077,5.914834632032028,5.78990753981413,2.4174816021502563,5.459593581893999,5.287034852927407
